id,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
43809,184,Bangladesh,BAN,917,917,0,AFC,2021/5/27
43816,173,Indonesia,IDN,964,964,0,AFC,2021/5/27
43830,171,Nepal,NEP,967,967,0,AFC,2021/5/27
44011,170,Belize,BLZ,977,977,0,CONCACAF,2021/5/27
1935341,169,South Sudan,SSD,984,984,0,CAF,2021/5/27
43898,168,Bermuda,BER,987,987,0,CONCACAF,2021/5/27
43918,167,St. Vincent / Grenadines,VIN,989,989,0,CONCACAF,2021/5/27
43979,166,Papua New Guinea,PNG,990,990,0,OFC,2021/5/27
43907,165,Guyana,GUY,990,990,0,CONCACAF,2021/5/27
43982,164,Vanuatu,VAN,995,995,0,OFC,2021/5/27
43977,163,Fiji,FIJ,996,996,0,OFC,2021/5/27
43896,162,Barbados,BRB,1010,1010,0,CONCACAF,2021/5/27
43871,172,Mauritius,MRI,964,964,0,CAF,2021/5/27
43824,185,Laos,LAO,912,912,0,AFC,2021/5/27
43956,186,Liechtenstein,LIE,911,911,0,UEFA,2021/5/27
20003,187,Bhutan,BHU,910,910,0,AFC,2021/5/27
43935,1,Belgium,BEL,1783,1783,0,UEFA,2021/5/27
20002,209,Anguilla,AIA,805,805,0,CONCACAF,2021/5/27
20004,208,British Virgin Islands,VGB,826,826,0,CONCACAF,2021/5/27
1881967,207,US Virgin Islands,VIR,829,829,0,CONCACAF,2021/5/27
20011,206,Turks and Caicos Islands,TCA,843,843,0,CONCACAF,2021/5/27
43894,205,Aruba,ARU,850,850,0,CONCACAF,2021/5/27
43837,204,Sri Lanka,SRI,853,853,0,AFC,2021/5/27
20006,203,Eritrea,ERI,855,855,0,CAF,2021/5/27
44039,202,Tonga,TGA,861,861,0,OFC,2021/5/27
43895,201,Bahamas,BAH,861,861,0,CONCACAF,2021/5/27
43880,200,Seychelles,SEY,865,865,0,CAF,2021/5/27
43832,199,Pakistan,PAK,866,866,0,AFC,2021/5/27
20007,198,Guam,GUM,872,872,0,AFC,2021/5/27
43882,197,Somalia,SOM,879,879,0,CAF,2021/5/27
1890334,196,Timor-Leste,TLS,879,879,0,AFC,2021/5/27
1941613,195,Gibraltar,GIB,880,880,0,UEFA,2021/5/27
43900,194,Cayman Islands,CAY,884,884,0,CONCACAF,2021/5/27
1882637,193,Samoa,SAM,894,894,0,OFC,2021/5/27
20008,192,Mongolia,MNG,896,896,0,AFC,2021/5/27
20012,191,American Samoa,ASA,900,900,0,OFC,2021/5/27
43878,190,São Tomé and Príncipe,STP,903,903,0,CAF,2021/5/27
43810,189,Brunei Darussalam,BRU,903,903,0,AFC,2021/5/27
43997,188,Dominica,DMA,904,904,0,CONCACAF,2021/5/27
43981,161,Tahiti,TAH,1014,1014,0,OFC,2021/5/27
43892,107,Zimbabwe,ZIM,1175,1175,0,CAF,2021/5/27
43905,160,Grenada,GRN,1017,1017,0,CONCACAF,2021/5/27
20001,158,Andorra,AND,1034,1034,0,UEFA,2021/5/27
44004,130,Turkmenistan,TKM,1106,1106,0,AFC,2021/5/27
43877,129,Rwanda,RWA,1123,1123,0,CAF,2021/5/27
1882218,128,Antigua and Barbuda,ATG,1129,1129,0,CONCACAF,2021/5/27
43906,127,Guatemala,GUA,1129,1129,0,CONCACAF,2021/5/27
43844,126,Angola,ANG,1135,1135,0,CAF,2021/5/27
43833,125,Philippines,PHI,1135,1135,0,AFC,2021/5/27
44027,124,Kazakhstan,KAZ,1147,1147,0,UEFA,2021/5/27
43884,123,Sudan,SDN,1149,1149,0,CAF,2021/5/27
43978,122,New Zealand,NZL,1149,1149,0,OFC,2021/5/27
44003,121,Tajikistan,TJK,1151,1151,0,AFC,2021/5/27
1896913,131,Comoros,COM,1106,1106,0,CAF,2021/5/27
1942535,120,Kosovo,KVX,1151,1151,0,UEFA,2021/5/27
43851,118,Central African Republic,CTA,1157,1157,0,CAF,2021/5/27
43873,117,Mozambique,MOZ,1161,1161,0,CAF,2021/5/27
43943,116,Estonia,EST,1161,1161,0,UEFA,2021/5/27
43868,115,Malawi,MWI,1162,1162,0,CAF,2021/5/27
43881,114,Sierra Leone,SLE,1162,1162,0,CAF,2021/5/27
43944,113,Faroe Islands,FRO,1165,1165,0,UEFA,2021/5/27
43875,112,Niger,NIG,1165,1165,0,CAF,2021/5/27
43874,111,Namibia,NAM,1168,1168,0,CAF,2021/5/27
43994,110,Azerbaijan,AZE,1168,1168,0,UEFA,2021/5/27
43821,109,Korea DPR,PRK,1169,1169,0,AFC,2021/5/27
43866,119,Libya,LBY,1156,1156,0,CAF,2021/5/27
43856,132,Equatorial Guinea,EQG,1105,1105,0,CAF,2021/5/27
43887,133,Togo,TOG,1104,1104,0,CAF,2021/5/27
43957,134,Lithuania,LTU,1102,1102,0,UEFA,2021/5/27
20010,157,New Caledonia,NCL,1035,1035,0,OFC,2021/5/27
43903,156,Dominican Republic,DOM,1036,1036,0,CONCACAF,2021/5/27
43828,155,Maldives,MDV,1038,1038,0,AFC,2021/5/27
43885,154,Swaziland,SWZ,1039,1039,0,CAF,2021/5/27
43827,153,Malaysia,MAS,1040,1040,0,AFC,2021/5/27
43859,152,Gambia,GAM,1043,1043,0,CAF,2021/5/27
43865,151,Liberia,LBR,1047,1047,0,CAF,2021/5/27
43846,150,Botswana,BOT,1051,1051,0,CAF,2021/5/27
20000,149,Afghanistan,AFG,1052,1052,0,AFC,2021/5/27
43823,148,Kuwait,KUW,1056,1056,0,AFC,2021/5/27
43913,147,Nicaragua,NCA,1060,1060,0,CONCACAF,2021/5/27
43864,146,Lesotho,LES,1069,1069,0,CAF,2021/5/27
43842,145,Yemen,YEM,1070,1070,0,AFC,2021/5/27
43814,144,Hong Kong,HKG,1072,1072,0,AFC,2021/5/27
43980,143,Solomon Islands,SOL,1072,1072,0,OFC,2021/5/27
43848,142,Burundi,BDI,1075,1075,0,CAF,2021/5/27
43813,141,Chinese Taipei,TPE,1078,1078,0,AFC,2021/5/27
43857,140,Ethiopia,ETH,1079,1079,0,CAF,2021/5/27
43829,139,Myanmar,MYA,1081,1081,0,AFC,2021/5/27
43955,138,Latvia,LVA,1081,1081,0,UEFA,2021/5/27
43886,137,Tanzania,TAN,1088,1088,0,CAF,2021/5/27
43919,136,Suriname,SUR,1089,1089,0,CONCACAF,2021/5/27
43916,135,St. Kitts and Nevis,SKN,1091,1091,0,CONCACAF,2021/5/27
43836,159,Singapore,SIN,1020,1020,0,AFC,2021/5/27
43946,2,France,FRA,1757,1757,0,UEFA,2021/5/27
